accuracy,precision,recall,f1,model,dataset
0.7766116941529235,0.365,0.7684210526315789,0.49491525423728816,logreg,original_test
0.896551724137931,0.7954545454545454,0.3684210526315789,0.5035971223021583,knn,original_test
0.95952023988006,0.9146341463414634,0.7894736842105263,0.847457627118644,rf,original_test
0.536,0.16736401673640167,0.547945205479452,0.2564102564102564,logreg,synthetic
0.766,0.15625,0.136986301369863,0.145985401459854,knn,synthetic
0.722,0.17647058823529413,0.2465753424657534,0.2057142857142857,rf,synthetic
