mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_penalty,param_class_weight,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.010633420944213868,0.0008456426150140676,0.001094961166381836,0.0002015124549783052,l1,balanced,100.0,"{'penalty': 'l1', 'class_weight': 'balanced', 'C': 100.0}",0.29411764705882354,0.29111531190926276,0.2925851703406814,0.2954091816367265,0.29435483870967744,0.29351642993103433,0.0015019662122267726,28,0.29308666017526774,0.28789323164918973,0.3070665988815455,0.3002469135802469,0.29846306395637084,0.2973512936485242,0.006506148464670092
0.0029169559478759766,0.0007098021435237713,0.001157665252685547,0.00033497905731065417,l2,balanced,0.001,"{'penalty': 'l2', 'class_weight': 'balanced', 'C': 0.001}",0.2604340567612688,0.25333333333333335,0.254606365159129,0.259567387687188,0.2604340567612688,0.2576750399404376,0.0030683060083864654,47,0.25822573927530196,0.25830564784053156,0.2609060402684564,0.25822573927530196,0.2588726513569937,0.2589071636033171,0.0010283188668974072
0.011046552658081054,0.0018118955667237224,0.001306629180908203,0.0003321326588292778,l1,balanced,2.0,"{'penalty': 'l1', 'class_weight': 'balanced', 'C': 2.0}",0.29296875,0.2900188323917137,0.28857715430861725,0.294234592445328,0.29494949494949496,0.2921497648190308,0.0024560191623990623,35,0.2916869227029655,0.2873453853472883,0.30691056910569103,0.29906542056074764,0.298019801980198,0.2966056199393781,0.0066960889251232395
0.012405490875244141,0.004247275756094347,0.0016036510467529296,0.0006966124701127852,l1,balanced,1.0,"{'penalty': 'l1', 'class_weight': 'balanced', 'C': 1.0}",0.29296875,0.2900188323917137,0.28857715430861725,0.294234592445328,0.29435483870967744,0.2920308335710673,0.0023286601075051196,37,0.2909796314258002,0.2870722433460076,0.30644342973110095,0.29847815414825724,0.29713721618953604,0.2960221349681404,0.006654415419890105
0.0024466514587402344,0.0008329271313914468,0.0013212203979492188,0.0006259803106945522,l1,,0.01,"{'penalty': 'l1', 'class_weight': None, 'C': 0.01}",0.44106463878326996,0.4806201550387597,0.3828125,0.4140625,0.4591439688715953,0.435540752538725,0.0342384626353576,24,0.44379276637341153,0.4422890397672163,0.443359375,0.44011684518013633,0.4375,0.44141160526415285,0.00233283886700325
0.003077268600463867,0.000845369843911456,0.001015949249267578,0.00012916843562830468,l2,,0.1,"{'penalty': 'l2', 'class_weight': None, 'C': 0.1}",0.456,0.5067873303167421,0.4291497975708502,0.4819277108433735,0.5064377682403434,0.4760605213942618,0.03001459096101156,12,0.48846960167714887,0.4742268041237113,0.49372384937238495,0.4824742268041237,0.4890738813735692,0.4855936726701876,0.006714450633451731
0.003208017349243164,0.00021164043265713755,0.0010027408599853516,7.010031699900677e-05,l1,balanced,0.005,"{'penalty': 'l1', 'class_weight': 'balanced', 'C': 0.005}",0.2549019607843137,0.25245901639344265,0.25287356321839083,0.2553191489361702,0.2553191489361702,0.2541745676536975,0.001247795019872331,48,0.2538902538902539,0.25450081833060556,0.2546049938600082,0.2537863282848956,0.2537863282848956,0.25411374453013175,0.0003620781386715742
0.0016160011291503906,0.00032706910338389225,0.001106595993041992,0.00026961629505647906,l1,,0.005,"{'penalty': 'l1', 'class_weight': None, 'C': 0.005}",0.34890965732087226,0.3878787878787879,0.32398753894080995,0.3333333333333333,0.3768996960486322,0.3542018027044871,0.024599736763345318,26,0.361005331302361,0.35276305828917487,0.3683409436834094,0.363499245852187,0.3495873968492123,0.35903919519526895,0.00691385065544614
0.0024459362030029297,0.00010460464022704777,0.0009700298309326172,6.501313997931383e-05,l2,,10.0,"{'penalty': 'l2', 'class_weight': None, 'C': 10.0}",0.4596774193548387,0.4954954954954955,0.44081632653061226,0.48412698412698413,0.5065502183406113,0.4773332887697084,0.02397860412649286,1,0.48898216159496327,0.4772727272727273,0.4994731296101159,0.4864864864864865,0.48805815160955346,0.4880545313147692,0.007070374262487912
0.002523469924926758,5.8641355393190384e-05,0.0009647846221923828,7.657960224140869e-05,l2,balanced,0.5,"{'penalty': 'l2', 'class_weight': 'balanced', 'C': 0.5}",0.29296875,0.28893058161350843,0.288,0.2924901185770751,0.29435483870967744,0.2913488577800522,0.002450524695204242,39,0.2912433478471214,0.2859848484848485,0.305668016194332,0.2978931896129348,0.2958579881656805,0.2953294780609834,0.006599331369569035
