mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_weights,param_p,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.001102781295776367,0.00026721724605185347,0.024044036865234375,0.002158098982587029,uniform,1,1,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 1}",0.40816326530612246,0.3937007874015748,0.4444444444444444,0.425531914893617,0.4090909090909091,0.4161862642273335,0.01735612387511908,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0013608455657958985,0.0005465750663073035,0.019337987899780272,0.002113254299768087,distance,1,1,"{'weights': 'distance', 'p': 1, 'n_neighbors': 1}",0.40816326530612246,0.3937007874015748,0.4444444444444444,0.425531914893617,0.4090909090909091,0.4161862642273335,0.01735612387511908,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0018035411834716798,0.0005098306815950577,0.023636627197265624,0.003318653872728932,uniform,2,1,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 1}",0.4,0.44274809160305345,0.40540540540540543,0.40601503759398494,0.43410852713178294,0.41765541234684533,0.017306773922200307,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.001253032684326172,0.0007090677665840456,0.01610879898071289,0.002467830757784718,distance,2,1,"{'weights': 'distance', 'p': 2, 'n_neighbors': 1}",0.4,0.44274809160305345,0.40540540540540543,0.40601503759398494,0.43410852713178294,0.41765541234684533,0.017306773922200307,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0018099308013916015,0.0006001870455685678,0.02958855628967285,0.004753249971605362,uniform,1,3,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 3}",0.3853211009174312,0.46296296296296297,0.48739495798319327,0.44642857142857145,0.44642857142857145,0.4457072329441461,0.03371395033804127,1,0.712,0.7016129032258065,0.7091633466135459,0.7401574803149606,0.7366336633663366,0.7199134787041299,0.015507957469384197
0.001656484603881836,0.0008307194078849123,0.020737743377685545,0.004129067319209513,distance,1,3,"{'weights': 'distance', 'p': 1, 'n_neighbors': 3}",0.3853211009174312,0.46296296296296297,0.48739495798319327,0.44642857142857145,0.44642857142857145,0.4457072329441461,0.03371395033804127,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.001436614990234375,0.0007991033600147169,0.029729557037353516,0.008361605181525676,uniform,2,3,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 3}",0.3177570093457944,0.5045045045045045,0.4918032786885246,0.38181818181818183,0.4339622641509434,0.4259690477015898,0.06960603372906776,3,0.6666666666666666,0.6747967479674797,0.6923076923076923,0.6895161290322581,0.7008196721311475,0.6848213816210487,0.012362182292464878
0.001380014419555664,0.0004978657294000153,0.01971445083618164,0.0039699172913380395,distance,2,3,"{'weights': 'distance', 'p': 2, 'n_neighbors': 3}",0.3177570093457944,0.5045045045045045,0.4918032786885246,0.38181818181818183,0.4339622641509434,0.4259690477015898,0.06960603372906776,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0014929771423339844,0.0007718308867563659,0.03697700500488281,0.007390545180903427,uniform,1,5,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 5}",0.30927835051546393,0.35789473684210527,0.37254901960784315,0.32653061224489793,0.39215686274509803,0.35168191639108165,0.030142683743150107,9,0.6170678336980306,0.618421052631579,0.5764966740576497,0.6334056399132321,0.62882096069869,0.6148424321998363,0.020140248474761483
0.0011115550994873046,0.0005065499821319044,0.027603912353515624,0.007037417739918255,distance,1,5,"{'weights': 'distance', 'p': 1, 'n_neighbors': 5}",0.30927835051546393,0.35789473684210527,0.37254901960784315,0.32653061224489793,0.39215686274509803,0.35168191639108165,0.030142683743150107,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.002198314666748047,0.0014414505698696308,0.03775496482849121,0.00917673718795912,uniform,2,5,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 5}",0.23404255319148937,0.4158415841584158,0.3564356435643564,0.32653061224489793,0.4,0.34657007863183187,0.06452077423832735,12,0.5752808988764045,0.5720720720720721,0.5637583892617449,0.5771812080536913,0.5892857142857143,0.5755156565099254,0.008276898829462207
0.004657602310180664,0.0030484167921233985,0.03211321830749512,0.00980719400585749,distance,2,5,"{'weights': 'distance', 'p': 2, 'n_neighbors': 5}",0.25263157894736843,0.4117647058823529,0.3564356435643564,0.32653061224489793,0.4,0.3494725081277951,0.05724740473126564,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0011030197143554687,0.0003507682847329609,0.03629751205444336,0.005062447864885241,uniform,1,7,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 7}",0.18181818181818182,0.2696629213483146,0.3673469387755102,0.3333333333333333,0.375,0.305432275055068,0.07212690718733576,15,0.5,0.5496535796766744,0.48792270531400966,0.5164319248826291,0.48661800486618007,0.5081252429478986,0.02336804273334917
0.001697397232055664,0.0007582059678262653,0.02206740379333496,0.0028443767259761954,distance,1,7,"{'weights': 'distance', 'p': 1, 'n_neighbors': 7}",0.18181818181818182,0.2696629213483146,0.3673469387755102,0.3333333333333333,0.375,0.305432275055068,0.07212690718733576,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0
