mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_penalty,param_class_weight,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.005873918533325195,0.0018139185900461995,0.0009836673736572266,7.625778652688843e-05,l2,balanced,0.2,"{'penalty': 'l2', 'class_weight': 'balanced', 'C': 0.2}",0.5063291139240507,0.5488372093023256,0.432,0.4596774193548387,0.4782608695652174,0.48502092242928646,0.04006436614524567,1,0.5048335123523093,0.49431230610134436,0.5186766275346851,0.510593220338983,0.5057712486883525,0.506837383003135,0.007953662257468018
0.006468772888183594,0.0022582183199402984,0.0009406566619873047,7.817913532335475e-05,l2,balanced,0.5,"{'penalty': 'l2', 'class_weight': 'balanced', 'C': 0.5}",0.49166666666666664,0.5181818181818182,0.42857142857142855,0.46530612244897956,0.43859649122807015,0.46846450541939266,0.03317734983382414,8,0.5015806111696522,0.49742002063983487,0.5213675213675214,0.5116279069767442,0.5067778936392076,0.507754790758592,0.00832093454915365
0.004508590698242188,0.0023484602387860323,0.0012915611267089843,0.0006873207017759914,l2,,0.05,"{'penalty': 'l2', 'class_weight': None, 'C': 0.05}",0.26,0.32653061224489793,0.28,0.27184466019417475,0.2653061224489796,0.28073627897761044,0.023852911549970365,27,0.2814070351758794,0.2570694087403599,0.2729528535980149,0.31265508684863524,0.2964824120603015,0.2841133592846382,0.019135725840995654
0.004835319519042969,0.00128787241098211,0.0010525703430175782,0.00011612197883104524,l2,balanced,0.1,"{'penalty': 'l2', 'class_weight': 'balanced', 'C': 0.1}",0.48132780082987553,0.5345622119815668,0.43724696356275305,0.4634146341463415,0.49122807017543857,0.4815559361391951,0.03223556852294628,2,0.5005347593582887,0.494824016563147,0.5143464399574921,0.5047923322683706,0.5100529100529101,0.5049100916400417,0.0068757481207227045
0.0038759708404541016,0.0015080496096753012,0.002184629440307617,0.0012559932836840064,l2,,0.01,"{'penalty': 'l2', 'class_weight': None, 'C': 0.01}",0.16279069767441862,0.24719101123595505,0.09411764705882353,0.18181818181818182,0.07142857142857142,0.15146922184319006,0.06309929476651158,29,0.13411078717201166,0.0960960960960961,0.17613636363636365,0.13411078717201166,0.15160349854227406,0.13841150652375142,0.026171663421072622
0.03807229995727539,0.01690542893114395,0.0014033317565917969,0.0007171410033448156,l1,,2.0,"{'penalty': 'l1', 'class_weight': None, 'C': 2.0}",0.4036697247706422,0.34951456310679613,0.336283185840708,0.2857142857142857,0.3486238532110092,0.3447611225286883,0.0375929345809198,19,0.3794642857142857,0.35023041474654376,0.4104803493449782,0.39461883408071746,0.4116331096196868,0.3892853987012424,0.022798410826354226
0.051302862167358396,0.07633444630621404,0.0016935348510742187,0.001155530322630955,l1,balanced,0.01,"{'penalty': 'l1', 'class_weight': 'balanced', 'C': 0.01}",0.44106463878326996,0.48249027237354086,0.3858267716535433,0.4140625,0.4573643410852713,0.4361617047791251,0.03359138898038174,15,0.44379276637341153,0.44271844660194176,0.44227005870841485,0.4412050534499514,0.436222005842259,0.44124166619519567,0.0026436684437442575
0.006591320037841797,0.001453621594249697,0.001819276809692383,0.0011572621571013827,l2,,10.0,"{'penalty': 'l2', 'class_weight': None, 'C': 10.0}",0.39285714285714285,0.3925233644859813,0.3448275862068966,0.29508196721311475,0.34782608695652173,0.35462322954393144,0.03629206539053643,16,0.38392857142857145,0.36613272311212813,0.41379310344827586,0.40522875816993464,0.42358078602620086,0.3985327884370222,0.02082384592538851
0.004756355285644531,0.002040597314559447,0.0012282371520996095,0.0006067577857921358,l2,balanced,0.01,"{'penalty': 'l2', 'class_weight': 'balanced', 'C': 0.01}",0.4573643410852713,0.47540983606557374,0.4302788844621514,0.4743083003952569,0.45901639344262296,0.45927555109017526,0.016314565671464776,14,0.47540983606557374,0.4641434262948207,0.48185483870967744,0.46834170854271356,0.47342026078234706,0.4726340140790265,0.006064007687776592
0.12537951469421388,0.013804418094735748,0.0010867118835449219,3.1790773032086245e-05,l1,,10.0,"{'penalty': 'l1', 'class_weight': None, 'C': 10.0}",0.3893805309734513,0.37735849056603776,0.3448275862068966,0.29508196721311475,0.336283185840708,0.34858635216004175,0.03322714674790746,18,0.38392857142857145,0.36613272311212813,0.41379310344827586,0.4043478260869565,0.42358078602620086,0.39835660202042655,0.02077010466781864
0.0067193031311035155,0.0020706276343889062,0.0015393733978271485,0.0009877231022733094,l2,balanced,1.0,"{'penalty': 'l2', 'class_weight': 'balanced', 'C': 1.0}",0.49166666666666664,0.5161290322580645,0.43373493975903615,0.4634146341463415,0.44155844155844154,0.46930074287771006,0.030862051594754636,5,0.5037037037037037,0.5,0.5227513227513227,0.508937960042061,0.5057471264367817,0.5082280225867738,0.00781990948299554
0.006943559646606446,0.0019088828508715594,0.0012954235076904296,0.0007974516572017107,l2,balanced,2.0,"{'penalty': 'l2', 'class_weight': 'balanced', 'C': 2.0}",0.4896265560165975,0.5161290322580645,0.44,0.45714285714285713,0.4434782608695652,0.4692753412574168,0.02925464898310694,6,0.5037037037037037,0.5010266940451745,0.5254237288135594,0.5084033613445378,0.5093945720250522,0.5095904119864054,0.008486836438254798
0.1338172435760498,0.07671864085576521,0.0012051582336425782,0.0002696753127875648,l1,balanced,0.1,"{'penalty': 'l1', 'class_weight': 'balanced', 'C': 0.1}",0.46586345381526106,0.5066666666666667,0.4291497975708502,0.48,0.5043478260869565,0.47720554882794686,0.02846214322438005,3,0.4837696335078534,0.4804928131416838,0.49369747899159666,0.49320794148380354,0.4911550468262227,0.48846458279023197,0.005342525829094668
0.24022812843322755,0.11798703381375635,0.0012196540832519532,0.00023015456194962775,l1,balanced,1.0,"{'penalty': 'l1', 'class_weight': 'balanced', 'C': 1.0}",0.4978902953586498,0.5114155251141552,0.4302788844621514,0.45081967213114754,0.45414847161572053,0.4689105697363649,0.030607525064999093,7,0.5,0.5057232049947971,0.5230439442658092,0.5147679324894515,0.5088633993743483,0.5104796962248812,0.007890626798821996
0.20445141792297364,0.11053201480342392,0.001275491714477539,0.0003982955276049229,l1,balanced,0.5,"{'penalty': 'l1', 'class_weight': 'balanced', 'C': 0.5}",0.4957983193277311,0.5345622119815668,0.432,0.45267489711934156,0.44933920704845814,0.47287492709541945,0.037318987184221254,4,0.5005302226935313,0.49320794148380354,0.5255319148936171,0.5169491525423728,0.506806282722513,0.5086051028671676,0.011503496448974143
