mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_leaf,param_max_iter,param_max_depth,param_learning_rate,param_l2_regularization,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.26578578948974607,0.021773912096247388,0.009638738632202149,0.0014464301629553682,80,600,4,0.08,0.1,"{'min_samples_leaf': 80, 'max_iter': 600, 'max_depth': 4, 'learning_rate': 0.08, 'l2_regularization': 0.1}",0.7283950617283951,0.7972972972972973,0.7857142857142857,0.7607361963190185,0.8211920529801324,0.7786669788078259,0.03179281001269073,15,0.9717868338557993,0.9857369255150554,0.9826224328593997,0.9841269841269841,0.9810126582278481,0.9810571669170173,0.00489315913900671
0.36644768714904785,0.017611835971537728,0.015305566787719726,0.003743475013033247,50,1000,3,0.1,5.0,"{'min_samples_leaf': 50, 'max_iter': 1000, 'max_depth': 3, 'learning_rate': 0.1, 'l2_regularization': 5.0}",0.7515923566878981,0.8079470198675497,0.7730061349693251,0.7407407407407407,0.7924528301886793,0.7731478164908386,0.024893953439218207,21,0.9904153354632588,0.9952,0.9888712241653418,0.9904153354632588,0.9841269841269841,0.9898057758437687,0.003548600916117985
0.16144280433654784,0.011095464153498972,0.0066907405853271484,0.002318050223636226,30,300,4,0.08,1.0,"{'min_samples_leaf': 30, 'max_iter': 300, 'max_depth': 4, 'learning_rate': 0.08, 'l2_regularization': 1.0}",0.7672955974842768,0.8435374149659864,0.8280254777070064,0.8322147651006712,0.8211920529801324,0.8184530616476147,0.026588827073369313,7,0.9778481012658228,0.9873015873015873,0.9826224328593997,0.9746835443037974,0.9763779527559056,0.9797667236973024,0.0046028868686521065
0.34650301933288574,0.009535897640654961,0.011889171600341798,0.0010742713049406037,80,1000,3,0.08,10.0,"{'min_samples_leaf': 80, 'max_iter': 1000, 'max_depth': 3, 'learning_rate': 0.08, 'l2_regularization': 10.0}",0.7484662576687117,0.7947019867549668,0.7738095238095238,0.7380952380952381,0.779874213836478,0.7669894440329837,0.020777388551132002,26,0.9422492401215805,0.9554531490015361,0.9525267993874426,0.9480122324159022,0.9538461538461539,0.9504175149545231,0.0047763658478109546
0.6876294612884521,0.030882401855819475,0.022777748107910157,0.002235973997829463,30,1000,5,0.03,1.0,"{'min_samples_leaf': 30, 'max_iter': 1000, 'max_depth': 5, 'learning_rate': 0.03, 'l2_regularization': 1.0}",0.7612903225806451,0.8472222222222222,0.8266666666666667,0.821917808219178,0.8435374149659864,0.8201268869309397,0.03095134064956016,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.3099186897277832,0.013671515278076599,0.012673521041870117,0.004108400964043879,120,600,5,0.08,1.0,"{'min_samples_leaf': 120, 'max_iter': 600, 'max_depth': 5, 'learning_rate': 0.08, 'l2_regularization': 1.0}",0.7329192546583851,0.7785234899328859,0.7878787878787878,0.75,0.8181818181818182,0.7735006701303755,0.029757341138743114,20,0.9841269841269841,0.9888712241653418,0.9888712241653418,0.988835725677831,0.9810126582278481,0.9863435632726694,0.0032348349057217604
0.4005411624908447,0.015167027416303986,0.014046287536621094,0.0030918630330157328,50,600,5,0.1,5.0,"{'min_samples_leaf': 50, 'max_iter': 600, 'max_depth': 5, 'learning_rate': 0.1, 'l2_regularization': 5.0}",0.7547169811320755,0.7894736842105263,0.782051282051282,0.782051282051282,0.8513513513513513,0.7919289161593034,0.03199036538612822,10,0.998389694041868,1.0,1.0,1.0,1.0,0.9996779388083736,0.000644122383252821
0.3369034767150879,0.01317217376379773,0.00917816162109375,0.0017201424134096832,30,600,4,0.1,1.0,"{'min_samples_leaf': 30, 'max_iter': 600, 'max_depth': 4, 'learning_rate': 0.1, 'l2_regularization': 1.0}",0.7792207792207793,0.8226950354609929,0.8157894736842105,0.8413793103448276,0.8689655172413793,0.825610023190438,0.029615102849398993,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12679085731506348,0.014827827500235058,0.0066112041473388675,0.0026644740783411313,50,300,3,0.08,0.1,"{'min_samples_leaf': 50, 'max_iter': 300, 'max_depth': 3, 'learning_rate': 0.08, 'l2_regularization': 0.1}",0.7134502923976608,0.7875,0.7241379310344828,0.7093023255813954,0.7530864197530864,0.7374953937533251,0.029308628558998594,36,0.8878787878787879,0.8852459016393442,0.8925373134328358,0.8653555219364599,0.9063444108761329,0.887472387152712,0.013236954966499688
0.5505216121673584,0.01932164535775175,0.01633620262145996,0.0030270665884824825,30,1000,4,0.1,10.0,"{'min_samples_leaf': 30, 'max_iter': 1000, 'max_depth': 4, 'learning_rate': 0.1, 'l2_regularization': 10.0}",0.7741935483870968,0.8194444444444444,0.8441558441558441,0.8378378378378378,0.8289473684210527,0.8209158086492551,0.024803607766624516,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.16261563301086426,0.0056013748587473355,0.0051193714141845705,0.0007806836495458418,30,300,4,0.08,10.0,"{'min_samples_leaf': 30, 'max_iter': 300, 'max_depth': 4, 'learning_rate': 0.08, 'l2_regularization': 10.0}",0.7607361963190185,0.8211920529801324,0.8024691358024691,0.8051948051948052,0.7664670658682635,0.7912118512329377,0.023503752463628864,11,0.9295774647887324,0.928679817905918,0.9384615384615385,0.9295774647887324,0.9415384615384615,0.9335669494966765,0.005351972291081147
0.2259303092956543,0.01830714827068345,0.010203695297241211,0.003323338088314807,30,600,3,0.03,10.0,"{'min_samples_leaf': 30, 'max_iter': 600, 'max_depth': 3, 'learning_rate': 0.03, 'l2_regularization': 10.0}",0.7052023121387283,0.7875,0.7602339181286549,0.7380952380952381,0.7542857142857143,0.7490634365296671,0.02710542700367576,32,0.8208955223880597,0.8181818181818182,0.8272727272727273,0.8101644245142003,0.817629179331307,0.8188287343376226,0.005522686429186368
0.5194665908813476,0.016409499391690438,0.02058248519897461,0.002466080778602305,120,1000,5,0.08,10.0,"{'min_samples_leaf': 120, 'max_iter': 1000, 'max_depth': 5, 'learning_rate': 0.08, 'l2_regularization': 10.0}",0.7407407407407407,0.7567567567567568,0.7904191616766467,0.7701863354037267,0.810126582278481,0.7736459153712704,0.024462803352597817,19,0.9904153354632588,0.9888712241653418,0.9904458598726115,0.988835725677831,0.9841269841269841,0.9885390258612053,0.002316076528475694
0.3375068187713623,0.01973001088539741,0.014300775527954102,0.0022281623105022083,120,1000,3,0.08,1.0,"{'min_samples_leaf': 120, 'max_iter': 1000, 'max_depth': 3, 'learning_rate': 0.08, 'l2_regularization': 1.0}",0.7239263803680982,0.7682119205298014,0.7784431137724551,0.7577639751552795,0.7730061349693251,0.7602703049589918,0.01940455692795308,28,0.9567901234567902,0.9673405909797823,0.9628482972136223,0.9597523219814241,0.9642301710730948,0.9621923009409427,0.0036393723360623746
