mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.7998412132263184,0.05380627684802067,0.1358109951019287,0.03612658365705901,600,5,20,log2,16,balanced,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 20, 'max_features': 'log2', 'max_depth': 16, 'class_weight': 'balanced'}",0.2549019607843137,0.25245901639344265,0.25245901639344265,0.2553191489361702,0.25573770491803277,0.25417536948508035,0.0014260991707636763,33,0.2540983606557377,0.2546049938600082,0.25450081833060556,0.2537863282848956,0.2553542009884679,0.25446894042394297,0.0005303775452409726
0.35509538650512695,0.006736036752533825,0.07461152076721192,0.00454067330148044,300,10,20,sqrt,8,,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 8, 'class_weight': None}",0.6122448979591837,0.6413043478260869,0.6086956521739131,0.5769230769230769,0.6358974358974359,0.6150130821559393,0.02291640524036308,18,0.6380832282471627,0.6253164556962025,0.629156010230179,0.6408268733850129,0.6265664160401002,0.6319897967197314,0.0062801387890465575
0.41953129768371583,0.03555926596586378,0.07468671798706054,0.010003540407105481,300,5,20,sqrt,16,,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 16, 'class_weight': None}",0.6185567010309279,0.6483516483516484,0.5971563981042654,0.5865384615384616,0.6391752577319587,0.6179556933514523,0.023639789934236054,12,0.6332916145181476,0.6345177664974619,0.628498727735369,0.6511627906976745,0.6313131313131313,0.6357568061523569,0.007967216543489378
0.39687623977661135,0.06971590661922396,0.07383785247802735,0.01808670005694812,300,10,5,log2,5,,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 5, 'class_weight': None}",0.6086956521739131,0.632183908045977,0.6206896551724138,0.5743589743589743,0.6524064171122995,0.6176669213727155,0.026010668317128886,13,0.6323907455012854,0.6312997347480106,0.6322751322751323,0.6502732240437158,0.6251621271076524,0.6342801927351592,0.008430771961512266
1.650932788848877,0.026949892201751445,0.21701478958129883,0.008018427332686427,1000,10,10,sqrt,16,balanced,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 16, 'class_weight': 'balanced'}",0.27177700348432055,0.26902654867256637,0.26902654867256637,0.26758147512864494,0.28044280442804426,0.2715708760772285,0.004639312987560804,24,0.27421494913754973,0.2701998262380539,0.2792995060619668,0.2719298245614035,0.2886405959031657,0.2768569403804279,0.006639193043033198
1.6044620037078858,0.04293662002548677,0.2502423286437988,0.03761786079183587,1000,10,5,sqrt,8,balanced,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 8, 'class_weight': 'balanced'}",0.2761061946902655,0.2724014336917563,0.27191413237924866,0.2694300518134715,0.2825278810408922,0.27447593872312687,0.004556729247623983,22,0.2807971014492754,0.27316644707949056,0.27942497753818507,0.27506654835847383,0.2923149457802923,0.28015400404114343,0.006686429772558839
0.6363807678222656,0.18549692401300313,0.07588615417480468,0.0347289652468811,300,5,10,log2,16,balanced,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 16, 'class_weight': 'balanced'}",0.2727272727272727,0.266199649737303,0.26480836236933797,0.2708333333333333,0.2783882783882784,0.27059137931110505,0.0048609215433269475,28,0.274822695035461,0.2693806842789086,0.27644444444444444,0.27445772465692786,0.2898550724637681,0.276992124175902,0.006853014121790228
0.7585526466369629,0.056027250020416246,0.13432116508483888,0.0140368650261164,600,5,20,log2,12,,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 20, 'max_features': 'log2', 'max_depth': 12, 'class_weight': None}",0.6217616580310881,0.6408839779005525,0.6086956521739131,0.5922330097087378,0.6461538461538462,0.6219456287936276,0.020015665430874685,9,0.6332916145181476,0.6361323155216285,0.6349614395886889,0.6562091503267974,0.6311787072243346,0.6383546454359194,0.009081457067660602
0.42496328353881835,0.029604349399819943,0.06078076362609863,0.01318508680147449,300,20,5,log2,16,,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 16, 'class_weight': None}",0.6486486486486487,0.6666666666666666,0.624390243902439,0.6108374384236454,0.6808510638297872,0.6462788122942374,0.025891008920368157,2,0.6989795918367347,0.6975546975546976,0.6923076923076923,0.7258278145695364,0.6947637292464879,0.7018867051030299,0.012189246003057331
0.8966107368469238,0.016819744755782767,0.12638940811157226,0.016718243441261143,600,10,10,log2,12,,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 12, 'class_weight': None}",0.631578947368421,0.6480446927374302,0.6153846153846154,0.5980392156862745,0.6631578947368421,0.6312410731827166,0.023043219750459427,8,0.6531645569620254,0.6640726329442282,0.6717752234993615,0.6816976127320955,0.6487179487179487,0.6638855949711318,0.012037834914037699
