mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10.717424583435058,0.09753116767144791,0.2557075977325439,0.027853127130544986,800,5,2,,20,balanced,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 20, 'class_weight': 'balanced'}",0.6206896551724138,0.7464788732394366,0.7567567567567568,0.68,0.7361111111111112,0.7080072792559438,0.05109828887954975,20,0.9733124018838305,0.9857369255150554,0.9779874213836478,0.9567901234567902,0.9733124018838305,0.9734278548246309,0.009477801773612743
5.110347032546997,0.03597860339002219,0.12456779479980469,0.03695501865680803,400,5,1,,10,,"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10, 'class_weight': None}",0.7114093959731543,0.7972027972027972,0.8,0.7832167832167832,0.7972972972972973,0.7778252547380065,0.0337238900355524,9,0.942339373970346,0.945273631840796,0.9386401326699834,0.9413735343383585,0.9238410596026491,0.9382935464844266,0.007530884886391003
2.906463098526001,0.29649781821093674,0.19210948944091796,0.07282037003830676,800,10,5,sqrt,20,balanced,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 20, 'class_weight': 'balanced'}",0.6354166666666666,0.6804123711340206,0.6095238095238096,0.6139534883720931,0.6836734693877551,0.644595961016869,0.03182182672023177,25,0.772104607721046,0.771712158808933,0.7603911980440098,0.7701863354037267,0.7828282828282829,0.7714445165611997,0.007125396230430042
0.613467025756836,0.12535823180271435,0.0823585033416748,0.06770851191461941,200,10,5,sqrt,5,balanced,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 5, 'class_weight': 'balanced'}",0.26013513513513514,0.25538971807628524,0.2508250825082508,0.25870646766169153,0.25925925925925924,0.2568631325281244,0.003419775050378927,29,0.2600671140939597,0.2572373862696443,0.25830564784053156,0.2588726513569937,0.26427962489343565,0.259752484890913,0.0024407848618968266
3.0312233448028563,0.12287910361430449,0.051842451095581055,0.004869903601030103,200,2,5,,,,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': None, 'max_depth': None, 'class_weight': None}",0.7152317880794702,0.8251748251748252,0.8076923076923077,0.8133333333333334,0.8441558441558441,0.801117619687156,0.044721055789163515,2,0.9238249594813615,0.9079159935379645,0.9093851132686084,0.9196141479099679,0.922077922077922,0.9165636272551649,0.006614419117638608
1.4086276054382325,0.07522309497173953,0.07372584342956542,0.013958536689837858,400,10,2,log2,5,balanced,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 5, 'class_weight': 'balanced'}",0.2561576354679803,0.2532894736842105,0.25245901639344265,0.2565789473684211,0.25795644891122277,0.25528830436505545,0.00207560524979542,30,0.25503907856849034,0.2557565789473684,0.25617792421746294,0.2556701030927835,0.261493040911008,0.25682734514742267,0.0023611061512832645
1.3846312046051026,0.13865492798891035,0.08786492347717285,0.014827424539542198,400,2,5,sqrt,10,,"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 10, 'class_weight': None}",0.7317073170731707,0.7866666666666666,0.7682926829268293,0.7777777777777778,0.775,0.7678888888888888,0.019027517713269954,13,0.8621794871794872,0.8622366288492707,0.864951768488746,0.8535433070866142,0.8557692307692307,0.8597360844746698,0.004324643772157788
2.3164159774780275,0.12769858530714454,0.20845394134521483,0.06328807175678813,800,5,5,log2,5,,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 5, 'class_weight': None}",0.6263736263736264,0.6666666666666666,0.6464646464646465,0.6363636363636364,0.6492146596858639,0.6450166471108879,0.013497260282559254,24,0.7027027027027027,0.7035040431266847,0.6910994764397905,0.6981627296587927,0.7045769764216366,0.7000091856699215,0.004962380343483258
2.1760348320007323,0.01862685236147004,0.05069613456726074,0.013112130430439869,200,10,2,,10,,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 10, 'class_weight': None}",0.7105263157894737,0.8169014084507042,0.8157894736842105,0.8133333333333334,0.8311688311688312,0.7975438724853106,0.0439536488938375,4,0.9135399673735726,0.9215358931552587,0.9090909090909091,0.9166666666666666,0.9042904290429042,0.9130247730658623,0.005962080687733476
1.223081111907959,0.26681593203124376,0.08869948387145996,0.009339046849556549,400,10,1,log2,20,,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'class_weight': None}",0.7746478873239436,0.7384615384615385,0.8142857142857143,0.7971014492753623,0.7480916030534351,0.7745176384799988,0.028600430154102473,10,0.9804560260586319,0.9902597402597403,0.9903225806451613,0.9836065573770492,0.975609756097561,0.9840509320876286,0.0056966155721322265
